strategy,rebalance_id,execution_date,signal_date,signal_type,target_etf_weight_pct,target_cash_weight_pct,approx_target_exposure_pct,action,etf_close,account_value_before,etf_value_before,cash_before,etf_weight_before_pct,trade_amount,buy_amount,sell_amount,commission,transaction_tax,total_cost,etf_value_after,cash_after,account_value_after,etf_weight_after_pct
macd_rebalance_60_40,37,2022-09-19,2022-09-16,death_cross,60.0,40.0,120.0,buy,4.200919910672005,2813681.107165272,1605362.022709299,1208319.0844559728,57.055578140007114,82826.81285086744,82826.81285086744,0.0,33.047898327496114,0.0,33.047898327496114,1688188.8355601665,1125459.223706778,2813648.0592669444,60.0
macd_rebalance_60_40,38,2022-11-21,2022-11-18,golden_cross,60.0,40.0,120.0,sell,4.211803122875819,2818021.6054730588,1692562.3817662809,1125459.223706778,60.06207966890843,1750.8881779822445,0.0,1750.8881779822445,0.6986043830149157,1.7508881779822445,2.44949256099716,1690811.4935882986,1127207.6623921993,2818019.1559804976,60.0
macd_rebalance_60_40,39,2023-08-14,2023-08-11,death_cross,60.0,40.0,120.0,sell,5.578734309971368,3366768.20589035,2239560.5434981505,1127207.6623921993,66.51959405996271,219684.02273262248,0.0,219684.02273262248,87.65392507031638,219.68402273262248,307.33794780293886,2019876.520765528,1346584.3471770189,3366460.867942547,60.0
macd_rebalance_60_40,40,2023-11-27,2023-11-24,golden_cross,60.0,40.0,120.0,sell,6.068478859142975,3543781.288862486,2197196.941685467,1346584.3471770189,62.001482670245224,70987.75548993364,0.0,70987.75548993364,28.324114440483527,70.98775548993365,99.31186993041717,2126209.1861955333,1417472.790797022,3543681.976992555,60.00000000000001
macd_rebalance_60_40,41,2024-08-05,2024-08-02,death_cross,60.0,40.0,120.0,sell,7.700960689714998,4115653.626729789,2698180.8359327675,1417472.790797022,65.55898723860017,228980.86643417875,0.0,228980.86643417875,91.36336570723734,228.98086643417875,320.3442321414161,2469199.9694985887,1646133.3129990592,4115333.282497648,60.0
macd_rebalance_60_40,42,2025-06-09,2025-06-06,golden_cross,60.0,40.0,120.0,sell,8.66739046482048,4425204.79948903,2779071.4864899707,1646133.3129990592,62.800968823202595,124052.73666370842,0.0,124052.73666370842,49.49704192881966,124.05273666370842,173.54977859252807,2655018.7498262622,1770012.4998841751,4425031.249710437,60.0
macd_rebalance_60_40,43,2026-04-07,2026-04-02,death_cross,60.0,40.0,120.0,sell,20.64999961853028,8095576.854418954,6325564.354534779,1770012.4998841751,78.13605464176382,1469451.6996400843,0.0,1469451.6996400843,586.3112281563937,1469.4516996400844,2055.762927796478,4856112.654894695,3237408.4365964625,8093521.091491157,60.00000000000001
macd_rebalance_60_40,44,2026-04-13,2026-04-10,golden_cross,60.0,40.0,120.0,sell,23.6200008392334,8791955.027536701,5554546.590940239,3237408.4365964625,63.177604679996776,279608.2776064407,0.0,279608.2776064407,111.56370276496986,279.6082776064407,391.17198037141054,5274938.313333798,3516625.542222532,8791563.85555633,60.00000000000001
macd_rebalance_60_40,45,2026-07-20,2026-07-17,death_cross,60.0,40.0,120.0,sell,32.060001373291016,10676427.555802632,7159802.013580101,3516625.542222532,67.06177676154186,754578.8736050255,0.0,754578.8736050255,301.0769705684052,754.5788736050255,1055.6558441734308,6405223.139975075,4270148.759983384,10675371.899958458,60.0
macd_rebalance_70_30,1,2014-10-23,2004-01-30,golden_cross,70.0,30.000000000000004,140.0,buy,0.8706569763050788,1000000.0,0.0,1000000.0,0.0,699804.5445906958,699804.5445906958,0.0,279.22201329168763,0.0,279.22201329168763,699804.5445906958,299916.23339601257,999720.7779867083,70.0
macd_rebalance_70_30,2,2014-12-29,2014-12-26,golden_cross,70.0,30.000000000000004,140.0,buy,0.8262534505857629,964030.7301953279,664114.4967993153,299916.23339601257,68.88934927051082,10704.02470331454,10704.02470331454,0.0,4.270905856622503,0.0,4.270905856622503,674818.5215026299,289207.9377868414,964026.4592894713,70.0
macd_rebalance_70_30,3,2015-05-18,2015-05-15,death_cross,70.0,30.000000000000004,140.0,buy,0.8010044015942087,943405.0314482334,654197.093661392,289207.9377868414,69.34424471503246,6184.700965391689,6184.700965391689,0.0,2.4676956851912846,0.0,2.4676956851912846,660381.7946267837,283020.7691257645,943402.5637525482,70.0
macd_rebalance_70_30,4,2015-10-19,2015-10-16,golden_cross,70.0,30.000000000000004,140.0,sell,0.8562911395173377,988983.2810820303,705962.5119562658,283020.7691257645,71.38265382847361,13687.619484605946,0.0,13687.619484605946,5.4613601743577735,13.687619484605946,19.148979658963718,692274.8924716598,296689.2396307115,988964.1321023713,69.99999999999999
macd_rebalance_70_30,5,2016-01-11,2016-01-08,death_cross,70.0,30.000000000000004,140.0,buy,0.6839010565482857,849594.0970254585,552904.857394747,296689.2396307115,65.07870750638925,41799.33596853794,41799.33596853794,0.0,16.67793505144664,0.0,16.67793505144664,594704.1933632849,254873.2257271221,849577.419090407,70.0
macd_rebalance_70_30,6,2016-02-22,2016-02-19,golden_cross,70.0,30.000000000000004,140.0,sell,0.788815257066622,940808.3279977776,685935.1022706555,254873.2257271221,72.90912312930502,27396.10167458109,0.0,27396.10167458109,10.931044568157855,27.39610167458109,38.32714624273895,658539.0005960744,282231.00025546044,940770.0008515348,70.0
macd_rebalance_70_30,7,2016-05-16,2016-05-13,death_cross,70.0,30.000000000000004,140.0,buy,0.7500709651590686,908424.4965740384,626193.496318578,282231.00025546044,68.93181532203893,9700.941810201204,9700.941810201204,0.0,3.870675782270281,0.0,3.870675782270281,635894.4381287792,272526.18776947696,908420.6258982562,69.99999999999999
macd_rebalance_70_30,8,2016-06-04,2016-06-03,golden_cross,70.0,30.000000000000004,140.0,sell,0.8567264779693686,998840.9334986969,726314.74572922,272526.18776947696,72.71575697094391,27152.682902498647,0.0,27152.682902498647,10.833920478096962,27.152682902498647,37.98660338059561,699162.0628267213,299640.884068595,998802.9468953164,69.99999999999999
macd_rebalance_70_30,9,2016-11-07,2016-11-04,death_cross,70.0,30.000000000000004,140.0,sell,1.0874505434772868,1187093.5130590147,887452.6289904197,299640.884068595,74.75844314097445,56542.54196045136,0.0,56542.54196045136,22.560474242220096,56.54254196045136,79.10301620267145,830910.0870299683,356104.32301284367,1187014.410042812,70.0
macd_rebalance_70_30,10,2017-02-02,2017-01-24,golden_cross,70.0,30.000000000000004,140.0,sell,1.1218415338968506,1213292.2219524838,857187.8989396401,356104.32301284367,70.64974813406579,7891.071299024697,0.0,7891.071299024697,3.1485374483108544,7.891071299024697,11.039608747335551,849296.8276406154,363984.354703121,1213281.1823437363,70.0
macd_rebalance_70_30,11,2017-04-24,2017-04-21,death_cross,70.0,30.000000000000004,140.0,sell,1.203683253135308,1275239.9442701484,911255.5895670274,363984.354703121,71.45757891771196,18605.849286129425,0.0,18605.849286129425,7.423733865165642,18.605849286129427,26.029583151295068,892649.7402808979,382564.17440609913,1275213.914686997,70.0
macd_rebalance_70_30,12,2017-05-15,2017-05-12,golden_cross,70.0,30.000000000000004,140.0,sell,1.2942315753497426,1342364.418025021,959800.2436189218,382564.17440609913,71.50072146809777,20164.898486495007,0.0,20164.898486495007,8.045794496111508,20.16489848649501,28.210692982606517,939635.3451324268,402700.86219961155,1342336.2073320383,70.0
macd_rebalance_70_30,13,2017-05-22,2017-05-19,death_cross,70.0,30.000000000000004,140.0,buy,1.2781244677861976,1330642.1582431288,927941.2960435172,402700.86219961155,69.73635175280295,3507.2351558938158,3507.2351558938158,0.0,1.3993868272016328,0.0,1.3993868272016328,931448.531199411,399192.2276568905,1330640.7588563017,69.99999999999999
macd_rebalance_70_30,14,2017-05-31,2017-05-26,golden_cross,70.0,30.000000000000004,140.0,sell,1.2946669138017737,1342696.2647416887,943504.0370847982,399192.2276568905,70.2693574012669,3620.197024562299,0.0,3620.197024562299,1.4444586128003574,3.620197024562299,5.064655637362656,939883.8400602359,402807.36002581543,1342691.2000860514,70.0
macd_rebalance_70_30,15,2017-08-14,2017-08-11,death_cross,70.0,30.000000000000004,140.0,sell,1.4487731554309666,1454567.0537250154,1051759.6936992,402807.36002581543,72.30740521763764,33595.65631792136,0.0,33595.65631792136,13.404666870850626,33.59565631792136,47.000323188771986,1018164.0373812786,436356.016020548,1454520.0534018266,70.0
macd_rebalance_70_30,16,2018-01-22,2018-01-19,golden_cross,70.0,30.000000000000004,140.0,sell,1.7204182051065926,1645425.8687639972,1209069.8527434492,436356.016020548,73.48066392390392,57327.88580722216,0.0,57327.88580722216,22.873826437081647,57.32788580722217,80.20171224430382,1151741.966936227,493603.70011552586,1645345.6670517528,70.0
macd_rebalance_70_30,17,2018-02-12,2018-02-09,death_cross,70.0,30.000000000000004,140.0,buy,1.4844700781743037,1487389.0963753364,993785.3962598104,493603.70011552586,66.81408373112296,47373.739717421886,47373.739717421886,0.0,18.902122147251333,0.0,18.902122147251333,1041159.1359772324,446211.0582759567,1487370.194253189,70.0
macd_rebalance_70_30,18,2018-06-11,2018-06-08,golden_cross,70.0,30.000000000000004,140.0,sell,1.6546835103993611,1606752.371524903,1160541.3132489463,446211.0582759567,72.22900888875141,35849.76085231691,0.0,35849.76085231691,14.30405458007445,35.84976085231691,50.15381543239136,1124691.5523966295,482010.66531284124,1606702.2177094708,70.0
macd_rebalance_70_30,19,2018-07-02,2018-06-29,death_cross,70.0,30.000000000000004,140.0,buy,1.5832896649126869,1558175.6841413728,1076165.0188285315,482010.66531284124,69.06570483555893,14553.895167509083,14553.895167509083,0.0,5.807004171836125,0.0,5.807004171836125,1090718.9139960406,467450.9631411603,1558169.877137201,70.0
macd_rebalance_70_30,20,2018-08-06,2018-08-03,golden_cross,70.0,30.000000000000004,140.0,sell,1.7495851341017852,1672729.8452693734,1205278.882128213,467450.9631411603,72.0546049642653,34401.680004880545,0.0,34401.680004880545,13.72627032194734,34.40168000488055,48.127950326827886,1170877.2021233325,501804.515195714,1672681.7173190466,70.0
macd_rebalance_70_30,21,2018-08-20,2018-08-17,death_cross,70.0,30.000000000000004,140.0,buy,1.6755794239675652,1623154.776826613,1121350.2616308988,501804.515195714,69.08461704577682,14853.933444119104,14853.933444119104,0.0,5.926719444203523,0.0,5.926719444203523,1136204.1950750179,486944.6550321507,1623148.8501071685,70.0
macd_rebalance_70_30,22,2019-01-21,2019-01-18,golden_cross,70.0,30.000000000000004,140.0,buy,1.4209121587595464,1450459.9217647098,963515.2667325591,486944.6550321507,66.42825853197606,51792.21293766417,51792.21293766417,0.0,20.665092962128007,0.0,20.665092962128007,1015307.4796702232,435131.77700152434,1450439.2566717477,69.99999999999999
macd_rebalance_70_30,23,2019-06-03,2019-05-31,death_cross,70.0,30.000000000000004,140.0,sell,1.593737621696789,1573931.046164799,1138799.2691632747,435131.77700152434,72.35382210282904,37083.853065222276,0.0,37083.853065222276,14.79645737302369,37.08385306522228,51.88031043824597,1101715.4160980524,472163.7497563084,1573879.165854361,69.99999999999999
macd_rebalance_70_30,24,2019-07-08,2019-07-05,golden_cross,70.0,30.000000000000004,140.0,sell,1.7117116021306136,1655431.9579657856,1183268.2082094771,472163.7497563084,71.47791260859137,24489.820514657236,0.0,24489.820514657236,9.771438385348238,24.489820514657236,34.26125890000547,1158778.3876948198,496619.30901206564,1655397.6967068855,70.0
macd_rebalance_70_30,25,2019-08-05,2019-08-02,death_cross,70.0,30.000000000000004,140.0,buy,1.671661460931607,1628284.929586672,1131665.6205746063,496619.30901206564,69.50046641172753,8131.558991637609,8131.558991637609,0.0,3.2444920376634063,0.0,3.2444920376634063,1139797.179566244,488484.50552839035,1628281.6850946343,70.0
macd_rebalance_70_30,26,2019-09-23,2019-09-20,golden_cross,70.0,30.000000000000004,140.0,sell,1.8531933607801885,1752056.4757950227,1263571.9702666323,488484.50552839035,72.11936302985136,37168.83665184969,0.0,37168.83665184969,14.830365824088029,37.168836651849695,51.99920247593772,1226403.1336147825,525601.3429777642,1752004.4765925468,69.99999999999999
macd_rebalance_70_30,27,2020-02-03,2020-01-31,death_cross,70.0,30.000000000000004,140.0,sell,2.0856587800962307,1905845.0443065623,1380243.701328798,525601.3429777642,72.42161189610232,46197.411439226846,0.0,46197.411439226846,18.432767164251512,46.19741143922685,64.63017860347836,1334046.289889571,571734.1242383876,1905780.4141279585,70.0
macd_rebalance_70_30,28,2020-05-18,2020-05-15,golden_cross,70.0,30.000000000000004,140.0,buy,1.867123859115899,1765999.303561219,1194265.1793228316,571734.1242383876,67.62546151148196,41922.62418108787,41922.62418108787,0.0,16.72712704825406,0.0,16.72712704825406,1236187.8035039194,529794.7729302514,1765982.5764341708,69.99999999999999
macd_rebalance_70_30,29,2020-10-05,2020-09-30,death_cross,70.0,30.000000000000004,140.0,sell,2.7730425027446035,2365774.3753300915,1835979.60239984,529794.7729302514,77.6058622303604,180113.92523575947,0.0,180113.92523575947,71.86545616906804,180.11392523575947,251.9793814048275,1655865.6771640806,709656.7187846061,2365522.3959486866,70.0
macd_rebalance_70_30,30,2020-10-12,2020-10-08,golden_cross,70.0,30.000000000000004,140.0,sell,2.944997288777784,2468201.683386446,1758544.9646018401,709656.7187846061,71.24802549316246,30833.981949851524,0.0,30833.981949851524,12.30275879799076,30.833981949851523,43.13674074784228,1727710.9826519885,740447.5639937097,2468158.546645698,70.0
macd_rebalance_70_30,31,2020-10-19,2020-10-16,death_cross,70.0,30.000000000000004,140.0,buy,2.940644070322115,2465604.689172076,1725157.1251783662,740447.5639937097,69.9689261930166,765.9433141193152,765.9433141193152,0.0,0.3056113823336068,0.0,0.3056113823336068,1725923.0684924854,739681.315068208,2465604.3835606934,70.0
macd_rebalance_70_30,32,2020-11-16,2020-11-13,golden_cross,70.0,30.000000000000004,140.0,sell,3.3215564974555867,2689169.5377730182,1949488.2227048103,739681.315068208,72.49406165441097,67135.2918550114,0.0,67135.2918550114,26.78698145014955,67.1352918550114,93.92227330516096,1882352.930849799,806722.6846499143,2689075.6154997135,69.99999999999999
macd_rebalance_70_30,33,2021-05-17,2021-05-14,death_cross,70.0,30.000000000000004,140.0,sell,4.31410525116581,3251561.0216606343,2444838.3370107203,806722.6846499143,75.18968030198906,168911.03642624858,0.0,168911.03642624858,67.39550353407319,168.9110364262486,236.30653996032177,2275927.300584472,975397.4145362026,3251324.715120674,70.0
macd_rebalance_70_30,34,2021-12-06,2021-12-03,golden_cross,70.0,30.000000000000004,140.0,sell,5.96400028768979,4121734.9017309817,3146337.4871947793,975397.4145362026,76.33527051614672,261379.02446174755,0.0,261379.02446174755,104.29023076023729,261.3790244617476,365.6692552219849,2884958.4627330317,1236410.7697427282,4121369.23247576,70.0
macd_rebalance_70_30,35,2022-03-01,2022-02-25,death_cross,70.0,30.000000000000004,140.0,sell,6.153368445739567,4212972.056718662,2976561.2869759346,1236410.7697427282,70.65229123058259,27507.78564735552,0.0,27507.78564735552,10.975606473294853,27.50778564735552,38.48339212065037,2949053.501328579,1263880.0719979631,4212933.573326542,70.0
macd_rebalance_70_30,36,2022-08-22,2022-08-19,golden_cross,70.0,30.000000000000004,140.0,buy,4.742903745570206,3536956.521210514,2273076.4492125507,1263880.0719979631,64.26645155464327,202736.49133277952,202736.49133277952,0.0,80.89186004177904,0.0,80.89186004177904,2475812.9405453303,1061062.688805142,3536875.6293504722,70.0
macd_rebalance_70_30,37,2022-09-19,2022-09-16,death_cross,70.0,30.000000000000004,140.0,buy,4.200919910672005,3253958.1037184973,2192895.4149133554,1061062.688805142,67.39163028581713,84851.55864926169,84851.55864926169,0.0,33.85577190105542,0.0,33.85577190105542,2277746.973562617,976177.2743839792,3253924.247946596,70.0
macd_rebalance_70_30,38,2022-11-21,2022-11-18,golden_cross,70.0,30.000000000000004,140.0,sell,4.211803122875819,3259825.146841836,2283647.872457857,976177.2743839792,70.05430566330487,1772.004993061356,0.0,1772.004993061356,0.7070299922314811,1.772004993061356,2.479034985292837,2281875.8674647952,977946.8003420552,3259822.6678068503,70.0
macd_rebalance_70_30,39,2023-08-14,2023-08-11,death_cross,70.0,30.000000000000004,140.0,sell,5.578734309971368,4000400.324767362,3022453.524425307,977946.8003420552,75.55377659862263,222391.0846773782,0.0,222391.0846773782,88.73404278627392,222.39108467737822,311.1251274636521,2800062.4397479286,1200026.7598919699,4000089.1996398987,69.99999999999999
macd_rebalance_70_30,40,2023-11-27,2023-11-24,golden_cross,70.0,30.000000000000004,140.0,sell,6.068478859142975,4245900.389241745,3045873.629349775,1200026.7598919699,71.73681316376155,73815.64454125325,0.0,73815.64454125325,29.45244217196005,73.81564454125325,103.26808671321331,2972057.984808522,1273739.13634651,4245797.121155032,69.99999999999999
macd_rebalance_70_30,41,2024-08-05,2024-08-02,death_cross,70.0,30.000000000000004,140.0,sell,7.700960689714998,5045310.6025765715,3771571.4662300614,1273739.13634651,74.7539995714827,240089.1637445167,0.0,240089.1637445167,95.79557633406218,240.0891637445167,335.8847400785789,3531482.3024855447,1513492.415350948,5044974.717836493,70.0
macd_rebalance_70_30,42,2025-06-09,2025-06-06,golden_cross,70.0,30.000000000000004,140.0,sell,8.66739046482048,5488157.040782021,3974664.625431074,1513492.415350948,72.42257457094766,133085.02705065004,0.0,133085.02705065004,53.10092579320937,133.08502705065004,186.1859528438594,3841579.5983804236,1646391.256448754,5487970.854829177,70.0
macd_rebalance_70_30,43,2026-04-07,2026-04-02,death_cross,70.0,30.000000000000004,140.0,sell,20.64999961853028,10798928.87005822,9152537.613609465,1646391.256448754,84.75412444827151,1594849.2404298643,0.0,1594849.2404298643,636.3448469315159,1594.8492404298643,2231.1940873613803,7557688.373179601,3239009.302791257,10796697.675970858,70.0
macd_rebalance_70_30,44,2026-04-13,2026-04-10,golden_cross,70.0,30.000000000000004,140.0,sell,23.6200008392334,11883687.705447417,8644678.40265616,3239009.302791257,72.74407252130571,326416.66868661414,0.0,326416.66868661414,130.24025080595905,326.4166686866142,456.65691949257325,8318261.733969546,3564969.3145583784,11883231.048527924,70.0
macd_rebalance_70_30,45,2026-07-20,2026-07-17,death_cross,70.0,30.000000000000004,140.0,sell,32.060001373291016,14855548.194280092,11290578.879721714,3564969.3145583784,76.00243849681013,892569.2367792283,0.0,892569.2367792283,356.1351254749121,892.5692367792284,1248.7043622541405,10398009.642942486,4456289.846975353,14854299.489917839,70.0
