strategy,rebalance_id,execution_date,signal_date,signal_type,target_etf_weight_pct,target_cash_weight_pct,approx_target_exposure_pct,action,etf_close,account_value_before,etf_value_before,cash_before,etf_weight_before_pct,trade_amount,buy_amount,sell_amount,commission,transaction_tax,total_cost,etf_value_after,cash_after,account_value_after,etf_weight_after_pct
macd_rebalance_60_40,11,2017-04-24,2017-04-21,death_cross,60.0,40.0,120.0,sell,1.203683253135308,1237653.3646976831,763353.0028999079,474300.36179777526,61.677447391448666,20778.425491655693,0.0,20778.425491655693,8.290591771170622,20.778425491655693,29.069017262826314,742574.5774082522,495049.71827216813,1237624.2956804202,60.0
macd_rebalance_60_40,12,2017-05-15,2017-05-12,golden_cross,60.0,40.0,120.0,sell,1.2942315753497426,1293485.2391040898,798435.5208319217,495049.71827216813,61.72745514938727,22363.14899673573,0.0,22363.14899673573,8.922896449697557,22.36314899673573,31.286045446433288,776072.371835186,517381.58122345747,1293453.9530586435,60.0
macd_rebalance_60_40,13,2017-05-22,2017-05-19,death_cross,60.0,40.0,120.0,buy,1.2781244677861976,1283795.4951687818,766413.9139453244,517381.58122345747,59.69906553103797,3862.4584833838353,3862.4584833838353,0.0,1.5411209348701504,0.0,1.5411209348701504,770276.3724287082,513517.5816191388,1283793.954047847,60.0
macd_rebalance_60_40,14,2017-05-31,2017-05-26,golden_cross,60.0,40.0,120.0,sell,1.2946669138017737,1293763.4489046712,780245.8672855325,513517.5816191388,60.3082323856116,3991.1481124553784,0.0,3991.1481124553784,1.5924680968696963,3.9911481124553783,5.583616209325075,776254.7191730771,517503.1461153848,1293757.865288462,60.0
macd_rebalance_60_40,15,2017-08-14,2017-08-11,death_cross,60.0,40.0,120.0,sell,1.4487731554309666,1386156.6869802962,868653.5408649114,517503.1461153848,62.666331232528194,36990.57856838403,0.0,36990.57856838403,14.759240848785229,36.99057856838403,51.74981941716926,831662.9622965273,554441.9748643517,1386104.937160879,60.0
macd_rebalance_60_40,16,2018-01-22,2018-01-19,golden_cross,60.0,40.0,120.0,sell,1.7204182051065926,1542041.790255879,987599.8153915275,554441.9748643517,64.04494493159292,62427.14258148301,0.0,62427.14258148301,24.908429890011725,62.42714258148301,87.33557247149474,925172.6728100445,616781.7818733632,1541954.4546834077,60.0
macd_rebalance_60_40,17,2018-02-12,2018-02-09,death_cross,60.0,40.0,120.0,buy,1.4844700781743037,1415070.910559934,798289.128686571,616781.7818733632,56.41336577053183,50741.270189306044,50741.270189306044,0.0,20.245766805533115,0.0,20.245766805533115,849030.398875877,566020.2659172517,1415050.6647931286,59.999999999999986
macd_rebalance_60_40,18,2018-06-11,2018-06-08,golden_cross,60.0,40.0,120.0,sell,1.6546835103993611,1512402.8313210038,946382.5654037521,566020.2659172517,62.57476816392475,38973.5810350707,0.0,38973.5810350707,15.550458832993213,38.9735810350707,54.524039868063916,907408.9843686814,604939.3229124544,1512348.3072811358,60.0
macd_rebalance_60_40,19,2018-07-02,2018-06-29,death_cross,60.0,40.0,120.0,buy,1.5832896649126869,1473196.7617341555,868257.4388217012,604939.3229124544,58.93696357298822,15656.86996412261,15656.86996412261,0.0,6.247091115684922,0.0,6.247091115684922,883914.3087858239,589276.205857216,1473190.51464304,59.999999999999986
macd_rebalance_60_40,20,2018-08-06,2018-08-03,golden_cross,60.0,40.0,120.0,sell,1.7495851341017852,1566029.4612741997,976753.2554169837,589276.205857216,62.371320563934255,37166.776444611576,0.0,37166.776444611576,14.829543801400021,37.16677644461158,51.9963202460116,939586.4789723721,626390.9859815816,1565977.4649539539,59.999999999999986
macd_rebalance_60_40,21,2018-08-20,2018-08-17,death_cross,60.0,40.0,120.0,buy,1.6755794239675652,1526233.8918899542,899842.9059083726,626390.9859815816,58.958388402323195,15893.624291944368,15893.624291944368,0.0,6.341556092485804,0.0,6.341556092485804,915736.5302003169,610491.0201335448,1526227.5503338617,60.0
macd_rebalance_60_40,22,2019-01-21,2019-01-18,golden_cross,60.0,40.0,120.0,buy,1.4209121587595464,1387046.9692993995,776555.9491658547,610491.0201335448,55.98627633771442,55658.90767128845,55658.90767128845,0.0,22.207904160844095,0.0,22.207904160844095,832214.8568371432,554809.9045580955,1387024.7613952388,60.0
macd_rebalance_60_40,23,2019-06-03,2019-05-31,death_cross,60.0,40.0,120.0,sell,1.593737621696789,1488247.005859451,933437.1013013553,554809.9045580955,62.72057646521538,40522.912718620806,0.0,40522.912718620806,16.168642174729705,40.52291271862081,56.691554893350514,892914.1885827344,595276.125721823,1488190.3143045574,60.0
macd_rebalance_60_40,24,2019-07-08,2019-07-05,golden_cross,60.0,40.0,120.0,sell,1.7117116021306136,1554286.9161409326,959010.7904191095,595276.125721823,61.70101417312276,26460.851973696685,0.0,26460.851973696685,10.557879937504978,26.460851973696684,37.01873191120166,932549.9384454128,621699.9589636085,1554249.8974090214,60.0
macd_rebalance_60_40,25,2019-08-05,2019-08-02,death_cross,60.0,40.0,120.0,buy,1.671661460931607,1532430.3591974587,910730.4002338503,621699.9589636085,59.43045925498398,8725.726345737643,8725.726345737643,0.0,3.48156481194932,0.0,3.48156481194932,919456.126579588,612970.7510530589,1532426.8776326468,60.0
macd_rebalance_60_40,26,2019-09-23,2019-09-20,golden_cross,60.0,40.0,120.0,sell,1.8531933607801885,1632274.018567745,1019303.2675146863,612970.7510530589,62.4468230162166,39972.40921433383,0.0,39972.40921433383,15.9489912765192,39.97240921433383,55.92140049085303,979330.8583003525,652887.238866902,1632218.0971672544,59.999999999999986
macd_rebalance_60_40,27,2020-02-03,2020-01-31,death_cross,60.0,40.0,120.0,sell,2.0856587800962307,1755065.8061230467,1102178.5672561447,652887.238866902,62.79984279853673,49180.36558118561,0.0,49180.36558118561,19.62296586689306,49.18036558118561,68.80333144807867,1052998.2016749592,701998.8011166394,1754997.0027915984,60.00000000000001
macd_rebalance_60_40,28,2020-05-18,2020-05-15,golden_cross,60.0,40.0,120.0,buy,1.867123859115899,1644664.0561986514,942665.255082012,701998.8011166394,57.31658398742021,44122.61568298423,44122.61568298423,0.0,17.60492365751071,0.0,17.60492365751071,986787.8707649963,657858.5805099977,1644646.4512749938,60.0
macd_rebalance_60_40,29,2020-10-05,2020-09-30,death_cross,60.0,40.0,120.0,sell,2.7730425027446035,2123430.7188896644,1465572.1383796667,657858.5805099977,69.01907019344668,191674.5987040202,0.0,191674.5987040202,76.47816488290407,191.6745987040202,268.15276358692427,1273897.5396756465,849265.026450431,2123162.5661260774,60.0
macd_rebalance_60_40,30,2020-10-12,2020-10-08,golden_cross,60.0,40.0,120.0,sell,2.944997288777784,2202156.2269323273,1352891.2004818963,849265.026450431,61.434842085046625,31624.009516087735,0.0,31624.009516087735,12.617979796919007,31.624009516087735,44.24198931300674,1321267.1909658085,880844.7939772056,2202111.984943014,60.0
macd_rebalance_60_40,31,2020-10-19,2020-10-16,death_cross,60.0,40.0,120.0,buy,2.940644070322115,2200158.922119323,1319314.1281421175,880844.7939772056,59.96449233182102,781.0381489434258,781.0381489434258,0.0,0.3116342214284269,0.0,0.3116342214284269,1320095.1662910609,880063.4441940407,2200158.6104851016,60.0
macd_rebalance_60_40,32,2020-11-16,2020-11-13,golden_cross,60.0,40.0,120.0,sell,3.3215564974555867,2371155.385958174,1491091.941764133,880063.4441940407,62.88461526369302,68456.17230025772,0.0,68456.17230025772,27.314012747802835,68.45617230025772,95.77018504806055,1422635.7694638753,948423.8463092503,2371059.6157731256,60.0
macd_rebalance_60_40,33,2021-05-17,2021-05-14,death_cross,60.0,40.0,120.0,sell,4.31410525116581,2796172.167989719,1847748.3216804687,948423.8463092503,66.08135016982483,170187.87659024712,0.0,170187.87659024712,67.9049627595086,170.18787659024713,238.09283934975574,1677560.4450902217,1118373.6300601477,2795934.0751503697,60.0
macd_rebalance_60_40,34,2021-12-06,2021-12-03,golden_cross,60.0,40.0,120.0,sell,5.96400028768979,3437503.645358553,2319130.015298405,1118373.6300601477,67.46552890001387,256843.42245207977,0.0,256843.42245207977,102.48052555837984,256.8434224520798,359.3239480104596,2062286.5928463254,1374857.728564217,3437144.3214105424,60.0
macd_rebalance_60_40,35,2022-03-01,2022-02-25,death_cross,60.0,40.0,120.0,sell,6.153368445739567,3502625.7759074764,2127768.0473432597,1374857.728564217,60.747798465338136,26214.58632253286,0.0,26214.58632253286,10.459619942690614,26.214586322532863,36.674206265223475,2101553.4610207267,1401035.6406804847,3502589.101701211,60.0
macd_rebalance_60_40,36,2022-08-22,2022-08-19,golden_cross,60.0,40.0,120.0,buy,4.742903745570206,3020874.574377434,1619838.9336969492,1401035.6406804847,53.621522304704705,192639.69298701014,192639.69298701014,0.0,76.86323750181705,0.0,76.86323750181705,1812478.6266839593,1208319.0844559728,3020797.7111399323,60.0
